City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
236,Dukat,RU,2021-05-30 23:07:35,62.55,155.55,40.33,57,100,5.57
237,Berbera,SO,2021-05-30 23:07:35,10.4396,45.0143,91.65,43,18,5.21
238,Sao Filipe,CV,2021-05-30 23:07:36,14.8961,-24.4956,73.69,77,88,5.88
239,Natal,BR,2021-05-30 23:07:36,-5.795,-35.2094,77.65,88,20,7.05
240,Victoria,HK,2021-05-30 23:05:09,22.2855,114.1577,86.97,89,100,1.99
241,Kushmurun,KZ,2021-05-30 23:07:36,52.4503,64.6311,65.32,77,88,10.65
242,Nhulunbuy,AU,2021-05-30 23:07:37,-12.2333,136.7667,75.81,83,90,8.05
243,Dunedin,NZ,2021-05-30 23:07:37,-45.8742,170.5036,51.8,84,100,7.0
244,Abonnema,NG,2021-05-30 23:07:37,4.7084,6.7931,78.08,91,95,5.91
245,Kutahya,TR,2021-05-30 23:07:38,39.4242,29.9833,57.15,77,100,2.59
246,Geraldton,AU,2021-05-30 23:07:38,-28.7667,114.6,57.61,94,90,15.37
247,Bonavista,CA,2021-05-30 23:06:51,48.6499,-53.1147,45.03,66,5,5.73
248,Comodoro Rivadavia,AR,2021-05-30 23:07:39,-45.8667,-67.5,44.46,87,40,4.61
249,Riyadh,SA,2021-05-30 23:04:50,24.6877,46.7219,88.21,12,0,3.91
250,Burnie,AU,2021-05-30 23:07:39,-41.0667,145.9167,46.92,83,37,3.04
251,Mulege,MX,2021-05-30 23:07:39,26.8833,-111.9833,87.12,34,26,7.67
252,Asau,RO,2021-05-30 23:04:57,46.4333,26.4,52.95,90,82,1.9
253,Vanimo,PG,2021-05-30 23:07:40,-2.6741,141.3028,79.93,86,98,6.06
254,Byron Bay,AU,2021-05-30 23:04:46,-28.65,153.6167,65.05,71,79,14.18
255,Ayr,GB,2021-05-30 23:07:40,55.4627,-4.6339,57.92,87,0,5.75
256,Saldanha,ZA,2021-05-30 23:07:41,-33.0117,17.9442,57.88,79,89,7.11
257,Adrar,MR,2021-05-30 23:07:41,20.5022,-10.0711,90.52,26,99,8.88
258,Rafai,CF,2021-05-30 23:07:41,4.95,23.9167,68.85,97,67,0.85
259,Batagay-Alyta,RU,2021-05-30 23:06:08,67.8006,130.4114,42.91,84,100,7.27
260,Kenai,US,2021-05-30 23:07:42,60.5544,-151.2583,62.02,53,90,12.66
261,San Patricio,US,2021-05-30 23:07:42,28.017,-97.5169,85.87,63,35,15.99
262,Thinadhoo,MV,2021-05-30 23:07:42,0.5333,72.9333,83.03,73,17,19.66
263,Jieshi,CN,2021-05-30 23:07:43,22.8134,115.8257,79.07,91,100,4.12
264,Souillac,MU,2021-05-30 23:07:43,-20.5167,57.5167,72.36,87,12,7.34
265,Tazovskiy,RU,2021-05-30 23:07:43,67.4667,78.7,37.35,87,72,11.86
266,Yerbogachen,RU,2021-05-30 23:07:44,61.2767,108.0108,50.18,69,96,7.29
267,Najran,SA,2021-05-30 23:07:44,17.4924,44.1277,77.07,16,7,2.73
268,Homer,US,2021-05-30 23:07:44,59.6425,-151.5483,62.08,57,90,8.05
269,Gambela,ET,2021-05-30 23:07:45,8.25,34.5833,76.21,65,4,4.14
270,Pangnirtung,CA,2021-05-30 23:07:45,66.1451,-65.7125,34.43,99,100,4.88
271,Rantepao,ID,2021-05-30 23:07:45,-2.9701,119.8978,68.92,97,75,1.01
272,Le Port,RE,2021-05-30 23:07:46,-20.9373,55.2919,71.6,77,1,4.88
273,Joshimath,IN,2021-05-30 23:07:46,30.5667,79.5667,62.56,73,74,3.44
274,Saint-Augustin,CA,2021-05-30 23:07:34,51.226,-58.6502,54.5,51,2,13.6
275,Hithadhoo,MV,2021-05-30 23:04:55,-0.6,73.0833,83.52,72,15,18.66
276,Concordia,AR,2021-05-30 23:07:47,-31.393,-58.0209,51.87,76,0,3.44
277,Ken Caryl,US,2021-05-30 23:07:47,39.5773,-105.1169,53.62,93,100,1.01
278,Kapit,MY,2021-05-30 23:07:47,2.0167,112.9333,73.94,96,100,0.72
279,Desaguadero,PE,2021-05-30 23:06:04,-16.5656,-69.0417,47.48,54,95,3.58
280,Fairbanks,US,2021-05-30 23:06:59,64.8378,-147.7164,69.6,37,1,8.05
281,Pimentel,PE,2021-05-30 23:07:48,-6.8367,-79.9342,68.29,82,90,4.0
282,Peque,CO,2021-05-30 23:07:48,7.0212,-75.9093,70.38,96,73,2.46
283,Broome,US,2021-05-30 23:07:49,42.2506,-75.833,49.64,88,90,1.01
284,Makakilo City,US,2021-05-30 23:07:49,21.3469,-158.0858,83.95,58,1,10.36
285,Urumqi,CN,2021-05-30 23:07:49,43.801,87.6005,68.95,24,0,1.97
286,Garissa,KE,2021-05-30 23:07:50,-0.4536,39.6401,74.62,83,90,15.55
287,Shaowu,CN,2021-05-30 23:07:50,27.3409,117.4831,71.13,96,100,2.44
288,Horconcitos,PA,2021-05-30 23:07:50,8.4682,-81.8007,72.18,87,86,3.6
289,Mahebourg,MU,2021-05-30 23:07:51,-20.4081,57.7,72.25,83,22,8.52
290,Asosa,ET,2021-05-30 23:07:51,10.0667,34.5333,68.68,43,5,1.28
291,Klaksvik,FO,2021-05-30 23:07:51,62.2266,-6.589,50.92,94,13,20.51
292,Manga,BF,2021-05-30 23:07:52,11.6636,-1.0731,85.42,55,36,15.17
